gi_no,title,company_name,company_id,career,education,employment_type,deadline_raw,job_function,job_categories
284103,[Onetake Studio] 오리지널IP 신작 콘솔 프로젝트 내러티브 기획자,㈜네오위즈,11526996,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
284195,[NC][AION2] UI디자이너 모집,NC,11525247,경력5년↑ ,학력무관,정규직,~10/19,게임기획,게임기획
282951,[펄어비스] 게임 번역가 모집,㈜펄어비스,11533789,경력무관,학력무관,계약직,채용시,번역,번역
284205,[펄어비스] 게임 번역가 모집 (유럽 스페인어),㈜펄어비스,11533789,경력무관,학력무관,계약직,7일 전,번역,번역
284141,[넥슨컴퍼니] 2026 넥토리얼 for Game Programmer,넥슨,11527672,신입,학력무관,인턴직,~09/07,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);서버
283549,[NX 스튜디오] [Project TAL] 레벨 디자이너 모집 (경력),㈜매드엔진,33649396,경력3년↑ ,학력무관,정규직,~10/05,게임개발(모바일),게임개발(모바일);게임기획
283187,[모노 스튜디오][서브컬처 프로젝트] TA 모집 (경력),㈜매드엔진,33649396,경력3년↑ ,학력무관,정규직,~09/28,게임개발(모바일),게임개발(모바일);인터페이스 디자인;애니메이션
283548,[NX 스튜디오] [Project TAL] 퀘스트 디자이너 모집 (경력),㈜매드엔진,33649396,경력3년↑ ,학력무관,정규직,~10/05,게임개발(모바일),게임개발(모바일);게임기획
283183,[모노 스튜디오][서브컬처 프로젝트] 배경 원화 채용 모집 (경력),㈜매드엔진,33649396,경력5년↑ ,학력무관,정규직,~09/28,게임개발(모바일),게임개발(모바일);인터페이스 디자인;원화
283182,[모노 스튜디오] [서브컬처 프로젝트] 2D 액션 콘티 아티스트 모집 (경력),㈜매드엔진,33649396,경력3년↑ ,학력무관,정규직,~09/28,게임개발(모바일),게임개발(모바일);인터페이스 디자인;원화;애니메이션
283148,[매드스튜디오] [나이트크로우 글로벌] 밸런스 디자이너 모집 (경력),㈜매드엔진,33649396,경력2년↑ ,학력무관,계약직,~09/27,게임개발(모바일),게임개발(모바일);게임기획
283916,[NX 스튜디오] [Project TAL] 3D 배경(극 실사) 아티스트 모집,㈜매드엔진,33649396,경력무관,학력무관,정규직,~10/18,인터페이스 디자인,인터페이스 디자인;원화;모델링
284126,[Live-Ops] 게임 기획자(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,게임기획,게임기획;사업기획(국내);사업기획(해외);사업관리
284149,게임 UI/UX 디자이너(5년 이상),슈퍼센트,36674893,경력5년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX;플랫폼 디자인
284150,[Bulldozer Master] 게임 UI/UX 디자이너(5년 이상),슈퍼센트,36674893,경력5년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX;플랫폼 디자인
284155,퍼블리싱 매니저(1년-3년),슈퍼센트,36674893,경력1년↑ ,학력무관,정규직,채용시,사업기획(해외),사업기획(해외);홍보;퍼블리싱;소싱/라이선싱;채널링
283310,[LOST ARK Mobile] 컨텐츠 레벨기획 담당,스마일게이트,18140850,경력4년↑ ,학력무관,정규직,채용시,게임기획,게임기획
284164,[RX 스튜디오] 전분야 모집,㈜넥슨게임즈,13488254,경력무관,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);모델링;애니메이션;이펙트·FX;게임기획
284163,[AA 스튜디오] 전분야 모집,㈜넥슨게임즈,13488254,경력무관,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);모델링;애니메이션;이펙트·FX;게임기획
284161,[LoreVault][Woochi the Wayfarer] 전분야 모집,㈜넥슨게임즈,13488254,경력무관,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);모델링;애니메이션;이펙트·FX;게임기획
283045,[DATA&AI] Data Scientist,㈜베이글코드,13322486,경력2년↑ ,학력무관,정규직,채용시,시스템·DB,시스템·DB;클라우드
283220,좀비고등학교 콘텐츠·시스템 기획자 인재 영입,㈜어썸피스,11533981,경력무관,학력무관,정규직,채용시,게임기획,게임기획
283219,좀비고등학교 시나리오 기획자 인재 영입,㈜어썸피스,11533981,경력무관,학력무관,정규직,채용시,게임기획,게임기획
283375,콘텐츠 플랫폼 UI/UX 디자이너(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;원화;모델링
284160,[NC][Project JSY][단기계약직] AAA콘솔 액션RPG 프로젝트 배경 에셋 모델러 모집,NC,11525247,신입,학력무관,계약직,~09/30,원화,원화;모델링;엔진
284158,[NC][단기계약직][AION2] 배경 어셋 제작 아티스트 모집,NC,11525247,신입,학력무관,계약직,~10/20,원화,원화;모델링;엔진
284152,[NC][단기계약직][AION2] 배경 컨셉 아티스트 모집,NC,11525247,신입,학력무관,계약직,~10/20,원화,원화;모델링;BX·브랜드 디자인
284148,[NC][Horizon Steel Frontiers] 3D 메카닉/로봇 컨셉 아티스트 모집,NC,11525247,경력5년↑ ,학력무관,정규직,~10/20,인터페이스 디자인,인터페이스 디자인;원화;모델링
284144,[NC][단기계약직] 권역별 가이드 검증 담당자 모집,NC,11525247,신입,학력무관,계약직,~09/18,정보·빅데이터 분석,정보·빅데이터 분석;리서치;번역
284166,[아르테일/러쉬에잇] 클래식 메이플스토리 직군별 채용 (신입/경력),러쉬에잇㈜,45873305,신입,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);인터페이스 디자인;게임기획;게임운영
284139,"[NC][단기계약직] [Blade&Soul] 게임 내 아이템, 아이콘 디자이너 모집",NC,11525247,신입,학력무관,계약직,~09/25,인터페이스 디자인,인터페이스 디자인;원화;BX·브랜드 디자인
282331,[웹젠] 로컬라이제이션(포르투갈어)(계약직)(신입/경력),(주)웹젠,11525476,신입,학력무관,계약직,채용시,마케팅,마케팅;홍보;해외 마케팅;번역
282330,[웹젠] 로컬라이제이션(스페인어)(계약직)(신입/경력),(주)웹젠,11525476,신입,학력무관,계약직,채용시,마케팅,마케팅;홍보;해외 마케팅;번역
282327,[웹젠] 인사(인사제도/인사관리 운영 담당)(경력),(주)웹젠,11525476,경력5년↑ ,학력무관,정규직,채용시,인사,인사
282325,[웹젠] 프론트엔드 개발(경력),(주)웹젠,11525476,경력8년↑ ,학력무관,정규직,채용시,플랫폼 개발,플랫폼 개발
282324,[웹젠] 웹서비스 개발(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,플랫폼 개발,플랫폼 개발;서버
282323,[웹젠] 게임용 SDK 및 앱 개발(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);플랫폼 개발;서버
282322,[웹젠] 네트워크엔지니어(경력),(주)웹젠,11525476,경력2년↑ ,학력무관,정규직,채용시,네트워크,네트워크
282332,[웹젠] 로컬라이제이션(튀르키예어)(계약직)(신입/경력),(주)웹젠,11525476,신입,학력무관,계약직,채용시,마케팅,마케팅;홍보;해외 마케팅;번역
282296,[웹젠레드스타/신규 Project G] 애니메이션(경력),(주)웹젠,11525476,경력5년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282295,[웹젠레드스타/신규 Project G] 캐릭터원화(경력),(주)웹젠,11525476,경력5년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282291,[웹젠레드스타/신규 Project G] 배경원화(경력),(주)웹젠,11525476,경력2년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282290,[웹젠레드스타/신규 Project G] 배경레벨(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282288,[웹젠레드스타/신규 Project G] 이펙트(경력),(주)웹젠,11525476,경력5년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282287,[웹젠레드스타/신규 Project G] 캐릭터모델링(경력),(주)웹젠,11525476,경력5년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282286,[웹젠레드스타/신규 Project G] 배경모델링(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
282338,[웹젠] 광고디자인(경력),(주)웹젠,11525476,경력2년↑ ,학력무관,정규직,채용시,영상제작·편집,영상제작·편집;BX·브랜드 디자인;마케팅;광고기획
282301,[웹젠케이/미드코어&캐주얼] 글로벌UA 마케터(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,경영분석,경영분석;마케팅;해외 마케팅;광고기획
282300,[웹젠케이/미드코어&캐주얼] 글로벌UA 크리에이티브 디자이너(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,경영분석,경영분석;마케팅;홍보;해외 마케팅;광고기획
282299,[웹젠크레빅스] 서버(신입/경력),(주)웹젠,11525476,신입,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);서버;네트워크;엔진
282298,[웹젠크레빅스] 설정기획(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,사업기획(국내),사업기획(국내);전략기획;사업관리;경영분석;정보·빅데이터 분석
282333,[웹젠] AI 마케팅 디자이너(신입/경력),(주)웹젠,11525476,신입,학력무관,정규직,채용시,BX·브랜드 디자인,BX·브랜드 디자인;마케팅;광고기획
282329,[웹젠] 로컬라이제이션(일본어)(계약직)(신입/경력),(주)웹젠,11525476,신입,학력무관,계약직,채용시,마케팅,마케팅;홍보;해외 마케팅;번역
282328,[웹젠] 로컬라이제이션(영어)(계약직)(신입/경력),(주)웹젠,11525476,신입,학력무관,계약직,채용시,마케팅,마케팅;홍보;해외 마케팅;번역
282343,[웹젠/Metin1] 게임기획(신입/경력),(주)웹젠,11525476,신입,학력무관,정규직,채용시,게임기획,게임기획
282345,[웹젠] 개발PM(경력),(주)웹젠,11525476,경력2년↑ ,학력무관,정규직,채용시,사업관리,사업관리;영업 관리
282346,[웹젠] 해외변호사(영미)(신입/경력),(주)웹젠,11525476,신입,학력무관,정규직,채용시,법무,법무
283764,[러쉬에잇/기업운영] 경리회계 · 경영지원 담당자 (경력 2년+),러쉬에잇㈜,45873305,경력 2년,학력무관,정규직,채용시,회계,회계;경리;총무
282302,2026년 웹젠케이 수시채용,(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,마케팅,마케팅;홍보;해외 마케팅
282303,2026년 웹젠크레빅스 수시채용,(주)웹젠,11525476,경력무관,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임기획
282337,[웹젠] 총무(신입/경력),(주)웹젠,11525476,신입,학력무관,정규직,채용시,총무,총무
282292,[웹젠레드스타/신규 Project G] 전투 시스템기획(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
282263,[웹젠레드스타/신규 Project G] 퀘스트기획(경력),(주)웹젠,11525476,경력1년↑ ,학력무관,정규직,채용시,게임기획,게임기획
282293,[웹젠레드스타/신규 Project G] 밸런스기획(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
282294,[웹젠레드스타/신규 Project G] 시스템기획(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
282285,[웹젠레드스타/신규 Project G] 서버 개발(경력),(주)웹젠,11525476,경력3년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);서버
282297,2026년 웹젠레드스타 수시채용,(주)웹젠,11525476,경력무관,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);원화;모델링;애니메이션;게임기획
282335,2026년 웹젠 수시채용,(주)웹젠,11525476,경력무관,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);게임기획;영상제작·편집;시스템·DB;전략기획
284156,하이브리드 퍼즐 게임 3D 아티스트(3-7년),슈퍼센트,36674893,경력3년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX
284162,[지원] 총무·사내운영 담당,스마일게이트,18140850,경력4년↑ ,학력무관,정규직,채용시,총무,총무
284154,모바일 게임 기획자(2-6년),슈퍼센트,36674893,경력2년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);게임AI 개발;게임기획
284153,게임 마케팅 3D 아티스트(2-7년),슈퍼센트,36674893,경력2년↑ ,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);인터페이스 디자인;모델링;애니메이션;이펙트·FX
284147,[NC][Horizon Steel Frontiers] 3D 메카닉/로봇 컨셉 아티스트 모집,NC,11525247,경력5년↑ ,학력무관,정규직,~10/20,인터페이스 디자인,인터페이스 디자인;원화;모델링
284140,[프로젝트 BB] 시스템 기획자,딜로퀘스트,50204664,경력5년↑ ,,정규직,7일 전,게임기획,게임기획
284135,"[NC][단기계약직] [Blade&Soul] 게임 내 아이템, 아이콘 디자이너 모집",NC,11525247,신입,학력무관,계약직,~09/25,인터페이스 디자인,인터페이스 디자인;원화;BX·브랜드 디자인
284131,[Spin Miner] 콘텐츠&시스템 기획자(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);게임AI 개발;게임기획
284133,[숏폼 드라마] AI 영상 크리에이터(3년 이상),슈퍼센트,36674893,경력3년↑ ,학력무관,정규직,채용시,영상제작·편집,영상제작·편집;홍보;해외 마케팅;프로모션;방송
284134,게임 3D 아티스트(2-6년),슈퍼센트,36674893,경력2년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX
284132,[XP Hero] 콘텐츠&시스템 기획자(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);게임AI 개발;게임기획
284130,[Spin Miner] 게임 3D 아티스트(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX
284129,[Spin Miner] 콘텐츠&시스템 기획자(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);게임AI 개발;게임기획
284128,[Snake Clash!] 게임 3D 아티스트(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX
284124,[메가 히트 IP/신규프로젝트] UI 디자이너 모집,㈜크로노스튜디오,43834799,경력5년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;원화
284123,[Bulldozer Master] 게임 3D 아티스트(7년 이상),슈퍼센트,36674893,경력7년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;모델링;애니메이션;이펙트·FX
284121,[AD-Tech] 백엔드 개발자(8년 이상),슈퍼센트,36674893,경력8년↑ ,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);게임AI 개발;플랫폼 개발
284120,[AD-Tech] 백엔드 개발자(4-7년),슈퍼센트,36674893,경력4년↑ ,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);게임AI 개발;플랫폼 개발
284119,[AD-Tech] 머신러닝 엔지니어(2-6년),슈퍼센트,36674893,경력2년↑ ,학력무관,정규직,채용시,게임AI 개발,게임AI 개발;플랫폼 개발;정보·빅데이터 분석;마케팅;통계
284114,[빈딕투스 디파잉 페이트] 중국 사업/마케팅 담당자,넥슨,11527672,경력5년↑ ,학력무관,정규직,08/24(월),사업기획(해외),사업기획(해외);해외 마케팅;해외영업
284110,[시프트업] 승리의 여신 니케 / 작곡가,㈜시프트업,15704099,경력무관,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);사운드 제작
284104,[라인게임즈] DBA 모집,라인게임즈㈜,22052046,경력3년↑ ,학력무관,정규직,~09/04,시스템·DB,시스템·DB
284105,[슈퍼캣 / 도깨비의세계] 전투 디자인 기획자 모집 (경력),㈜슈퍼캣,21966143,경력2년↑ ,학력무관,정규직,채용시,게임기획,게임기획
284024,[프로젝트 A] 배경 컨셉 모집 (경력),㈜그레이게임즈,43515135,경력3년↑ ,학력무관,정규직,채용시,원화,원화
284086,[크로노스튜디오] 애니메이터 모집 (계약직),㈜크로노스튜디오,43834799,경력무관,학력무관,계약직,채용시,애니메이션,애니메이션
284071,[펄스나인] 애니메이터,㈜위메이드,11525585,경력무관,학력무관,정규직,~09/20,애니메이션,애니메이션
283992,[메가 히트 IP/신규프로젝트] 애니메이터 모집 (계약직),㈜크로노스튜디오,43834799,경력무관,학력무관,계약직,채용시,애니메이션,애니메이션
284073,[메가 히트 IP/신규프로젝트] 배경 모델러 모집 (계약직),㈜크로노스튜디오,43834799,경력무관,학력무관,계약직,채용시,모델링,모델링
284054,[NC][Project NL] 차세대 리니지 프로젝트 (아트) UI/UX 제작 인력 모집,NC,11525247,경력2년↑ ,학력무관,정규직,~10/20,인터페이스 디자인,인터페이스 디자인;원화;이펙트·FX
284043,[NC][Horizon Steel Frontiers] VFX 아티스트 모집,NC,11525247,경력2년↑ ,학력무관,정규직,~09/18,애니메이션,애니메이션;이펙트·FX;영상제작·편집
284062,[슈퍼캣 / Project OQ] 레벨 디자인 기획자 모집 (경력),㈜슈퍼캣,21966143,경력2년↑ ,학력무관,정규직,채용시,게임기획,게임기획
281634,[크로노스튜디오] UX 디자이너 모집,㈜크로노스튜디오,43834799,경력1년↑ ,학력무관,정규직,채용시,인터페이스 디자인,인터페이스 디자인;원화
284059,[메가 히트 IP/신규프로젝트] 배경 모델러 모집,㈜크로노스튜디오,43834799,경력3년↑ ,학력무관,정규직,채용시,모델링,모델링
284058,[Chrono Odyssey] 애니메이터 모집,㈜크로노스튜디오,43834799,경력6년↑ ,학력무관,정규직,채용시,애니메이션,애니메이션
284057,[크로노스튜디오] 개발 자동화 엔지니어 모집 (AI 기반),㈜크로노스튜디오,43834799,경력무관,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);게임개발(모바일);게임AI 개발;클라우드
284037,[위메이드엑스알] 시스템 기획(체험형 인턴),㈜위메이드,11525585,신입,학력무관,인턴직,~09/03,게임기획,게임기획
281022,[마비노기 모바일] 해외 라이브 서비스 기획자 모집,데브캣,32636212,경력3년↑ ,학력무관,정규직,채용시,게임개발(모바일),게임개발(모바일);게임기획
284045,[NC][Horizon Steel Frontiers] 3D 캐릭터 외주 관리자 모집,NC,11525247,경력3년↑ ,학력무관,정규직,~09/30,원화,원화;모델링;사업관리
284040,[프로젝트 BB] 배경모델러,딜로퀘스트,50204664,신입,,정규직,08/20(목),모델링,모델링
281629,[컴투스플랫] 개인정보 담당자 (3-10년),주식회사 컴투스,11526566,경력3년↑ ,학력무관,정규직,06/18(목),보안,보안
284011,[HR Div.] Developer Relations Program 운영/지원 (3년 미만 / 계약직),(주)크래프톤,22302337,신입,학력무관,계약직,채용시,인사,인사;교육
283999,[프로젝트O] 이펙트 아티스트 모집,라이온하트스튜디오,27153410,경력6년↑ ,학력무관,정규직,채용시,이펙트·FX,이펙트·FX
284001,[NC][AION2] 개발 PM 모집,NC,11525247,경력3년↑ ,학력무관,정규직,~09/17,게임개발(클라이언트),게임개발(클라이언트);플랫폼 기획;사업관리
283998,[NC][Project JSY] AAA콘솔 액션RPG 프로젝트 캐릭터 컨셉 모집,NC,11525247,경력5년↑ ,학력무관,정규직,~10/05,원화,원화;모델링;BX·브랜드 디자인
283831,[NC][Project NL] 차세대 리니지 프로젝트(아트) 배경 에셋/레벨 아티스트 모집,NC,11525247,경력2년↑ ,학력무관,정규직,~10/13,모델링,모델링
283812,[NC][단기계약직][CCG] 해외 유명 IP 기반의 신규 프로젝트 3D 아티스트 모집,NC,11525247,신입,학력무관,계약직,~09/25,원화,원화;모델링;이펙트·FX
283732,[NC][단기계약직][Project NL] 차세대 리니지 프로젝트 (아트) 배경원화 인력 모집,NC,11525247,신입,학력무관,계약직,~10/09,원화,원화;모델링;애니메이션
283726,[NC][계약직][AION2] 캐릭터 모델러 모집,NC,11525247,경력2년↑ ,학력무관,계약직,~09/07,원화,원화;모델링;애니메이션
283729,[NC][리니지 클래식] 서버 프로그래머 모집,NC,11525247,경력3년↑ ,학력무관,정규직,~09/23,서버,서버;네트워크;시스템·DB
283731,[NC][단기계약직][Project NL] 차세대 리니지 프로젝트 (아트) 배경원화 인력 모집,NC,11525247,신입,학력무관,계약직,~10/09,원화,원화;모델링;애니메이션
283727,[NC][리니지 클래식] 서버 프로그래머 모집,NC,11525247,경력3년↑ ,학력무관,정규직,~09/23,서버,서버;네트워크;시스템·DB
283230,[컴투스] 게임 Sound Effect 제작자 (2년 이상),주식회사 컴투스,11526566,경력2년↑ ,학력무관,정규직,07/29(수),사운드 제작,사운드 제작
283989,[FC그룹] FC개발실 UI 디자이너,넥슨,11527672,경력무관,학력무관,정규직,08/19(수),원화,원화
283987,[FC그룹] FC개발실 서버 프로그래머,넥슨,11527672,경력5년↑ ,학력무관,정규직,08/19(수),서버,서버
283986,[FC그룹] FC개발실 클라이언트 프로그래머,넥슨,11527672,경력4년↑ ,학력무관,정규직,08/19(수),게임개발(클라이언트),게임개발(클라이언트)
283902,[카오스 제로 나이트메어] 개발QA (6개월 계약직),(주)스마일게이트 슈퍼크리에이티브 지점,18216698,경력1년↑ ,학력무관,계약직,채용시,게임운영,게임운영;QA·테스터
283904,[카오스 제로 나이트메어] 캐릭터 원화,(주)스마일게이트 슈퍼크리에이티브 지점,18216698,경력5년↑ ,학력무관,정규직,채용시,원화,원화
282396,[파이드픽셀즈] 신작 대형 IP 액션 RPG 시스템 기획 담당자 채용,파이드픽셀즈,43578584,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획;사업기획(국내)
282394,[파이드픽셀즈] 신작 대형 IP 액션 RPG 콘텐츠 기획 담당자 채용,파이드픽셀즈,43578584,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획;사업기획(국내)
283978,[파이드픽셀즈] 신작 대형 IP 액션 RPG 밸런스 기획 담당자 채용,파이드픽셀즈,43578584,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획;사업기획(국내)
283980,[블루아카이브] 연출 담당자,㈜넥슨게임즈,13488254,경력무관,학력무관,정규직,채용시,애니메이션,애니메이션
283972,[슈퍼캣 / 도깨비의세계] 라이브 기획자 모집 (경력),㈜슈퍼캣,21966143,경력2년↑ ,학력무관,정규직,채용시,게임기획,게임기획
283962,[네오플][제주] 사이퍼즈 기획 보조 (계약직),네오플,11526014,경력무관,학력무관,계약직,채용시,게임기획,게임기획
283958,[111퍼센트] 게임 엔진 개발자(결정론·멀티플레이 코어),111퍼센트㈜,20978266,경력5년↑ ,학력무관,정규직,채용시,엔진,엔진
283957,[111퍼센트] 게임 엔진 개발자(Unity & Interface),111퍼센트㈜,20978266,경력5년↑ ,학력무관,정규직,채용시,엔진,엔진
278833,[Bluehole Studio] Technical Artist (5년 이상) - Project V,블루홀스튜디오,33243514,경력5년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트);모델링;애니메이션
283939,[제우스] (계약직) 주니어 애니메이터,㈜에이버튼,43885377,경력무관,학력무관,계약직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
283925,[넥슨코리아] 마비노기 캐릭터 리거 (아르바이트),넥슨,11527672,경력무관,학력무관,아르바이트,채용시,애니메이션,애니메이션
283900,[라이온하트 스튜디오]  SE(정보보호 보안 관리) 모집,라이온하트스튜디오,27153410,경력8년↑ ,학력무관,정규직,채용시,네트워크,네트워크;엔진;시스템·DB;보안;클라우드
283910,[메이플스토리 PC] 글로벌 사업 담당자 (계약직),넥슨,11527672,경력1년↑ ,학력무관,계약직,08/18(화),마케팅,마케팅
283899,[111퍼센트] 플랫폼 백엔드 개발자,111퍼센트㈜,20978266,경력3년↑ ,학력무관,정규직,채용시,플랫폼 개발,플랫폼 개발;서버
283896,[퍼블리싱라이브본부] 로컬라이제이션 게임사업 PM (계약직),넥슨,11527672,경력3년↑ ,학력무관,계약직,08/18(화),사업관리,사업관리
283876,[제우스] 애니메이터,㈜에이버튼,43885377,경력3년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
283875,[제우스] (계약직) 주니어 3D 캐릭터 모델러,㈜에이버튼,43885377,경력무관,학력무관,계약직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
283874,[제우스] 3D 배경 모델러,㈜에이버튼,43885377,경력3년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
283873,[제우스] (계약직) 주니어 3D 배경 모델러,㈜에이버튼,43885377,경력무관,학력무관,계약직,채용시,원화,원화;모델링
283871,[제우스] 3D 배경 레벨러,㈜에이버튼,43885377,경력5년↑ ,학력무관,정규직,채용시,원화,원화;모델링;애니메이션;이펙트·FX
283870,[Project EA] 리드 애니메이터,㈜에이버튼,43885377,경력7년↑ ,학력무관,정규직,채용시,원화,원화;애니메이션;이펙트·FX
283869,[Project EA] 애니메이터,㈜에이버튼,43885377,경력5년↑ ,학력무관,정규직,채용시,원화,원화;애니메이션
283867,[Project EA] 배경 아티스트,㈜에이버튼,43885377,경력5년↑ ,학력무관,정규직,채용시,모델링,모델링
283866,[Project EA] 시네마틱 아티스트,㈜에이버튼,43885377,경력5년↑ ,학력무관,정규직,채용시,원화,원화
283865,[Project EA] 레벨 디자이너 (기획),㈜에이버튼,43885377,경력5년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트)
283864,[Project EA] 개발 프로젝트 매니저 (PM),㈜에이버튼,43885377,경력3년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트)
283863,[Guns & Dragons] 애니메이터,㈜에이버튼,43885377,경력3년↑ ,학력무관,정규직,채용시,애니메이션,애니메이션
283834,[라이온하트 스튜디오] 시스템 엔지니어 모집,라이온하트스튜디오,27153410,경력6년↑ ,학력무관,정규직,채용시,네트워크,네트워크;엔진;시스템·DB;보안;클라우드
283843,[AA 스튜디오] 콘텐츠 기획자,㈜넥슨게임즈,13488254,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
283837,[AA 스튜디오] 시스템 기획자,㈜넥슨게임즈,13488254,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
283827,[Onetake Studio] JRPG 신작 프로젝트 클라이언트 프로그래머,㈜네오위즈,11526996,경력10년↑ ,학력무관,정규직,채용시,게임개발(클라이언트),게임개발(클라이언트)
283823,[시프트업] 프로젝트 스피릿 / 퀘스트 기획자,㈜시프트업,15704099,경력3년↑ ,학력무관,정규직,채용시,게임기획,게임기획
283824,[시프트업] 프로젝트 스피릿 / 시스템 기획자,㈜시프트업,15704099,경력무관,학력무관,정규직,채용시,게임기획,게임기획
283825,[시프트업] 프로젝트 스피릿 / 컨텐츠 기획자,㈜시프트업,15704099,경력무관,학력무관,정규직,채용시,게임기획,게임기획
282410,[LOST ARK Mobile] 영어 현지화 담당 (계약직),스마일게이트,18140850,경력무관,학력무관,계약직,채용시,사업기획(해외),사업기획(해외);사업관리;번역
283809,[라이온하트 스튜디오] 시니어 AI 아트 연구 인재 모집,라이온하트스튜디오,27153410,경력10년↑ ,학력무관,정규직,채용시,게임AI 개발,게임AI 개발
283806,[컴투스][스포츠게임] 애니메이터 (3년 이상),주식회사 컴투스,11526566,경력3년↑ ,학력무관,정규직,08/13(목),애니메이션,애니메이션
283799,[아스트라에 오라티오] QA 모집,디나미스원㈜,44438003,경력3년↑ ,학력무관,정규직,채용시,QA·테스터,QA·테스터
